基隆舊站逐時潮位觀測資料
位置：基隆港
儀器型式：
基準面相對KP:
yyyymmddhh：西元年月日時
height：潮位
潮高單位：公厘；潮高空白或時間不連續，表示缺觀測資料。
時間：民國69年1月－民國69年12月
**************************
*st    yyyymmddhh height
1512   1980110714   890 Q
1512   1980110715   860 Q
1512   1980110716   830 Q
1512   1980110717   880 Q
1512   1980110718   930 Q
1512   1980110719   980 Q
1512   1980110720  1020 Q
1512   1980110721  1050 Q
1512   1980110722  1060 Q
1512   1980110723  1010 Q
1512   1980110800   860 Q
1512   1980110801   710 Q
1512   1980110802   630 Q
1512   1980110803   590 Q
1512   1980110804   600 Q
1512   1980110805   700 Q
1512   1980110806   810 Q
1512   1980110807   940 Q
1512   1980110808  1070 Q
1512   1980110809  1150 Q
1512   1980110810  1200 Q
1512   1980110811  1210 Q
1512   1980110812  1160 Q
1512   1980110813  1080 Q
1512   1980110814   990 Q
1512   1980110815   940 Q
1512   1980110816   920 Q
1512   1980110817   920 Q
1512   1980110818   960 Q
1512   1980110819  1020 Q
1512   1980110820  1030 Q
1512   1980110821  1010 Q
1512   1980110822   960 Q
1512   1980110823   860 Q
1512   1980110900   730 Q
1512   1980110901   570 Q
1512   1980110902   420 Q
1512   1980110903   320 Q
1512   1980110904   300 Q
1512   1980110905   330 Q
1512   1980110906   460 Q
1512   1980110907   600 Q
1512   1980110908   710 Q
1512   1980110909   870 Q
1512   1980110910  1000 Q
1512   1980110911  1030 Q
1512   1980110912  1010 Q
1512   1980110913   940 Q
1512   1980110914   860 Q
1512   1980110915   800 Q
1512   1980110916   750 Q
1512   1980110917   730 Q
1512   1980110918   740 Q
1512   1980110919   770 Q
1512   1980110920   800 Q
1512   1980110921   820 Q
1512   1980110922   820 Q
1512   1980110923   790 Q
1512   1980111000   730 Q
1512   1980111001   600 Q
1512   1980111002   450 Q
1512   1980111003   340 Q
1512   1980111004   280 Q
1512   1980111005   290 Q
1512   1980111006   400 Q
1512   1980111007   550 Q
1512   1980111008   700 Q
1512   1980111009   860 Q
1512   1980111010   980 Q
1512   1980111011  1070 Q
1512   1980111012  1120 Q
1512   1980111013  1100 Q
1512   1980111014  1020 Q
1512   1980111015   960 Q
1512   1980111016   900 Q
1512   1980111017   870 Q
1512   1980111018   860 Q
1512   1980111019   880 Q
1512   1980111020   900 Q
1512   1980111021   920 Q
1512   1980111022   920 Q
1512   1980111023   900 Q
1512   1980111100   870 Q
1512   1980111101   760 Q
1512   1980111102   610 Q
1512   1980111103   470 Q
1512   1980111104   380 Q
1512   1980111105   350 Q
1512   1980111106   390 Q
1512   1980111107   470 Q
1512   1980111108   630 Q
1512   1980111109   780 Q
1512   1980111110   930 Q
1512   1980111111  1030 Q
1512   1980111112  1120 Q
1512   1980111113  1160 Q
1512   1980111114  1120 Q
1512   1980111115  1050 Q
1512   1980111116   980 Q
1512   1980111117   930 Q
1512   1980111118   900 Q
1512   1980111119   900 Q
1512   1980111120   910 Q
1512   1980111121   930 Q
1512   1980111122   930 Q
1512   1980111123   910 Q
1512   1980111200   890 Q
1512   1980111201   830 Q
1512   1980111202   720 Q
1512   1980111203   590 Q
1512   1980111204   470 Q
1512   1980111205   400 Q
1512   1980111206   380 Q
1512   1980111207   450 Q
1512   1980111208   560 Q
1512   1980111209   720 Q
1512   1980111210   870 Q
1512   1980111211   990 Q
1512   1980111212  1120 Q
1512   1980111213  1190 Q
1512   1980111214  1210 Q
1512   1980111215  1170 Q
1512   1980111216  1090 Q
1512   1980111217  1000 Q
1512   1980111218   970 Q
1512   1980111219   950 Q
1512   1980111220   940 Q
1512   1980111221   950 Q
1512   1980111222   980 Q
1512   1980111223  1010 Q
1512   1980111300  1020 Q
1512   1980111301  1000 Q
1512   1980111302   920 Q
1512   1980111303   790 Q
1512   1980111304   650 Q
1512   1980111305   530 Q
1512   1980111306   480 Q
1512   1980111307   480 Q
1512   1980111308   550 Q
1512   1980111309   680 Q
1512   1980111310   830 Q
1512   1980111311   980 Q
1512   1980111312  1140 Q
1512   1980111313  1230 Q
1512   1980111314  1280 Q
1512   1980111315  1250 Q
1512   1980111316  1190 Q
1512   1980111317  1120 Q
1512   1980111318  1030 Q
1512   1980111319   970 Q
1512   1980111320   930 Q
1512   1980111321   900 Q
1512   1980111322   900 Q
1512   1980111323   890 Q
1512   1980111400   880 Q
1512   1980111401   840 Q
1512   1980111402   760 Q
1512   1980111403   660 Q
1512   1980111404   560 Q
1512   1980111405   410 Q
1512   1980111406   300 Q
1512   1980111407   240 Q
1512   1980111408   230 Q
1512   1980111409   300 Q
1512   1980111410   420 Q
1512   1980111411   570 Q
1512   1980111412   730 Q
1512   1980111413   900 Q
1512   1980111414  1020 Q
1512   1980111415  1060 Q
1512   1980111416  1060 Q
1512   1980111417  1020 Q
1512   1980111418   950 Q
1512   1980111419   870 Q
1512   1980111420   800 Q
1512   1980111421   760 Q
1512   1980111422   760 Q
1512   1980111423   790 Q
1512   1980111500   830 Q
1512   1980111501   850 Q
1512   1980111502   870 Q
1512   1980111503   850 Q
1512   1980111504   810 Q
1512   1980111505   720 Q
1512   1980111506   610 Q
1512   1980111507   510 Q
1512   1980111508   440 Q
1512   1980111509   430 Q
1512   1980111510   500 Q
1512   1980111511   630 Q
1512   1980111512   800 Q
1512   1980111513   970 Q
1512   1980111514  1130 Q
1512   1980111515  1240 Q
1512   1980111516  1290 Q
1512   1980111517  1260 Q
1512   1980111518  1200 Q
1512   1980111519  1110 Q
1512   1980111520  1000 Q
1512   1980111521   900 Q
1512   1980111522   850 Q
1512   1980111523   830 Q
1512   1980111600   850 Q
1512   1980111601   890 Q
1512   1980111602   910 Q
1512   1980111603   920 Q
1512   1980111604   920 Q
1512   1980111605   870 Q
1512   1980111606   780 Q
1512   1980111607   660 Q
1512   1980111608   550 Q
1512   1980111609   450 Q
1512   1980111610   430 Q
1512   1980111611   500 Q
1512   1980111612   610 Q
1512   1980111613   770 Q
1512   1980111614   930 Q
1512   1980111615  1070 Q
1512   1980111616  1170 Q
1512   1980111617  1210 Q
1512   1980111618  1200 Q
1512   1980111619  1100 Q
1512   1980111620  1000 Q
1512   1980111621   870 Q
1512   1980111622   750 Q
1512   1980111623   700 Q
1512   1980111700   700 Q
1512   1980111701   750 Q
1512   1980111702   800 Q
1512   1980111703   860 Q
1512   1980111704   910 Q
1512   1980111705   930 Q
1512   1980111706   900 Q
1512   1980111707   830 Q
1512   1980111708   710 Q
1512   1980111709   600 Q
1512   1980111710   500 Q
1512   1980111711   490 Q
1512   1980111712   530 Q
1512   1980111713   660 Q
1512   1980111714   810 Q
1512   1980111715   950 Q
1512   1980111716  1090 Q
1512   1980111717  1190 Q
1512   1980111718  1230 Q
1512   1980111719  1190 Q
1512   1980111720  1070 Q
1512   1980111721   950 Q
1512   1980111722   820 Q
1512   1980111723   720 Q
1512   1980111800   660 Q
1512   1980111801   670 Q
1512   1980111802   730 Q
1512   1980111803   820 Q
1512   1980111804   890 Q
1512   1980111805   960 Q
1512   1980111806   990 Q
1512   1980111807   970 Q
1512   1980111808   900 Q
1512   1980111809   790 Q
1512   1980111810   690 Q
1512   1980111811   590 Q
1512   1980111812   550 Q
1512   1980111813   580 Q
1512   1980111814   690 Q
1512   1980111815   840 Q
1512   1980111816  1000 Q
1512   1980111817  1100 Q
1512   1980111818  1170 Q
1512   1980111819  1180 Q
1512   1980111820  1110 Q
1512   1980111821  1000 Q
1512   1980111822   850 Q
1512   1980111823   720 Q
1512   1980111900   640 Q
1512   1980111901   610 Q
1512   1980111902   630 Q
1512   1980111903   740 Q
1512   1980111904   860 Q
1512   1980111905   960 Q
1512   1980111906  1050 Q
1512   1980111907  1070 Q
1512   1980111908  1060 Q
1512   1980111909   990 Q
1512   1980111910   850 Q
1512   1980111911   730 Q
1512   1980111912   660 Q
1512   1980111913   650 Q
1512   1980111914   700 Q
1512   1980111915   820 Q
1512   1980111916   950 Q
1512   1980111917  1080 Q
1512   1980111918  1170 Q
1512   1980111919  1200 Q
1512   1980111920  1180 Q
1512   1980111921  1070 Q
1512   1980111922   910 Q
1512   1980111923   760 Q
1512   1980112000   640 Q
1512   1980112001   600 Q
1512   1980112002   600 Q
1512   1980112003   690 Q
1512   1980112004   820 Q
1512   1980112005   970 Q
1512   1980112006  1120 Q
1512   1980112007  1220 Q
1512   1980112008  1250 Q
1512   1980112009  1230 Q
1512   1980112010  1120 Q
1512   1980112011   980 Q
1512   1980112012   840 Q
1512   1980112013   780 Q
1512   1980112014   770 Q
1512   1980112015   810 Q
1512   1980112016   910 Q
1512   1980112017  1030 Q
1512   1980112018  1120 Q
1512   1980112019  1180 Q
1512   1980112020  1190 Q
1512   1980112021  1130 Q
1512   1980112022   970 Q
1512   1980112023   750 Q
1512   1980112100   570 Q
1512   1980112101   470 Q
1512   1980112102   430 Q
1512   1980112103   480 Q
1512   1980112104   650 Q
1512   1980112105   830 Q
1512   1980112106   970 Q
1512   1980112107  1140 Q
1512   1980112108  1250 Q
1512   1980112109  1310 Q
1512   1980112110  1290 Q
1512   1980112111  1150 Q
1512   1980112112   970 Q
1512   1980112113   870 Q
1512   1980112114   820 Q
1512   1980112115   850 Q
1512   1980112116   930 Q
1512   1980112117  1050 Q
1512   1980112118  1140 Q
1512   1980112119  1210 Q
1512   1980112120  1220 Q
1512   1980112121  1190 Q
1512   1980112122  1070 Q
1512   1980112123   860 Q
1512   1980112200   630 Q
1512   1980112201   460 Q
1512   1980112202   380 Q
1512   1980112203   410 Q
1512   1980112204   520 Q
1512   1980112205   730 Q
1512   1980112206   900 Q
1512   1980112207  1070 Q
1512   1980112208  1250 Q
1512   1980112209  1330 Q
1512   1980112210  1360 Q
1512   1980112211  1290 Q
1512   1980112212  1150 Q
1512   1980112213  1000 Q
1512   1980112214   910 Q
1512   1980112215   870 Q
1512   1980112216   890 Q
1512   1980112217   950 Q
1512   1980112218  1050 Q
1512   1980112219  1140 Q
1512   1980112220  1190 Q
1512   1980112221  1180 Q
1512   1980112222  1080 Q
1512   1980112223   900 Q
1512   1980112300   660 Q
1512   1980112301   410 Q
1512   1980112302   240 Q
1512   1980112303   190 Q
1512   1980112304   260 Q
1512   1980112305   430 Q
1512   1980112306   630 Q
1512   1980112307   840 Q
1512   1980112308  1040 Q
1512   1980112309  1180 Q
1512   1980112310  1300 Q
1512   1980112311  1350 Q
1512   1980112312  1280 Q
1512   1980112313  1140 Q
1512   1980112314  1000 Q
1512   1980112315   900 Q
1512   1980112316   900 Q
1512   1980112317   920 Q
1512   1980112318   970 Q
1512   1980112319  1050 Q
1512   1980112320  1130 Q
1512   1980112321  1180 Q
1512   1980112322  1150 Q
1512   1980112323  1060 Q
1512   1980112400   880 Q
1512   1980112401   640 Q
1512   1980112402   380 Q
1512   1980112403   220 Q
1512   1980112404   160 Q
1512   1980112405   240 Q
1512   1980112406   410 Q
1512   1980112407   630 Q
1512   1980112408   840 Q
1512   1980112409  1100 Q
1512   1980112410  1250 Q
1512   1980112411  1320 Q
1512   1980112412  1330 Q
1512   1980112413  1230 Q
1512   1980112414  1100 Q
1512   1980112415   990 Q
1512   1980112416   930 Q
1512   1980112417   920 Q
1512   1980112418   940 Q
1512   1980112419  1000 Q
1512   1980112420  1070 Q
1512   1980112421  1110 Q
1512   1980112422  1110 Q
1512   1980112423  1060 Q
1512   1980112500   940 Q
1512   1980112501   710 Q
1512   1980112502   490 Q
1512   1980112503   290 Q
1512   1980112504   220 Q
1512   1980112505   220 Q
1512   1980112506   330 Q
1512   1980112507   520 Q
1512   1980112508   720 Q
1512   1980112509   930 Q
1512   1980112510  1110 Q
1512   1980112511  1270 Q
1512   1980112512  1340 Q
1512   1980112513  1350 Q
1512   1980112514  1280 Q
1512   1980112515  1170 Q
1512   1980112516  1070 Q
1512   1980112517   990 Q
1512   1980112518   980 Q
1512   1980112519   990 Q
1512   1980112520  1010 Q
1512   1980112521  1050 Q
1512   1980112522  1090 Q
1512   1980112523  1080 Q
1512   1980112600  1020 Q
1512   1980112601   890 Q
1512   1980112602   680 Q
1512   1980112603   480 Q
1512   1980112604   320 Q
1512   1980112605   230 Q
1512   1980112606   230 Q
1512   1980112607   300 Q
1512   1980112608   440 Q
1512   1980112609   630 Q
1512   1980112610   800 Q
1512   1980112611   980 Q
1512   1980112612  1150 Q
1512   1980112613  1220 Q
1512   1980112614  1240 Q
1512   1980112615  1190 Q
1512   1980112616  1090 Q
1512   1980112617   990 Q
1512   1980112618   920 Q
1512   1980112619   870 Q
1512   1980112620   860 Q
1512   1980112621   890 Q
1512   1980112622   920 Q
1512   1980112623   950 Q
1512   1980112700   950 Q
1512   1980112701   910 Q
1512   1980112702   810 Q
1512   1980112703   670 Q
1512   1980112704   520 Q
1512   1980112705   390 Q
1512   1980112706   330 Q
1512   1980112707   330 Q
1512   1980112708   410 Q
1512   1980112709   550 Q
1512   1980112710   720 Q
1512   1980112711   880 Q
1512   1980112712  1040 Q
1512   1980112713  1180 Q
1512   1980112714  1270 Q
1512   1980112715  1260 Q
1512   1980112716  1190 Q
1512   1980112717  1120 Q
1512   1980112718  1050 Q
1512   1980112719   980 Q
1512   1980112720   930 Q
1512   1980112721   920 Q
1512   1980112722   940 Q
1512   1980112723   970 Q
1512   1980112800   980 Q
1512   1980112801   980 Q
1512   1980112802   940 Q
1512   1980112803   880 Q
1512   1980112804   760 Q
1512   1980112805   620 Q
1512   1980112806   530 Q
1512   1980112807   470 Q
1512   1980112808   480 Q
1512   1980112809   540 Q
1512   1980112810   670 Q
1512   1980112811   820 Q
1512   1980112812   980 Q
1512   1980112813  1120 Q
1512   1980112814  1240 Q
1512   1980112815  1320 Q
1512   1980112816  1320 Q
1512   1980112817  1250 Q
1512   1980112818  1160 Q
1512   1980112819  1050 Q
1512   1980112820   970 Q
1512   1980112821   920 Q
1512   1980112822   870 Q
1512   1980112823   900 Q
1512   1980112900   940 Q
1512   1980112901   970 Q
1512   1980112902   980 Q
1512   1980112903   970 Q
1512   1980112904   910 Q
1512   1980112905   830 Q
1512   1980112906   730 Q
1512   1980112907   630 Q
1512   1980112908   570 Q
1512   1980112909   530 Q
1512   1980112910   560 Q
1512   1980112911   650 Q
1512   1980112912   770 Q
1512   1980112913   910 Q
1512   1980112914  1050 Q
1512   1980112915  1160 Q
1512   1980112916  1230 Q
1512   1980112917  1240 Q
1512   1980112918  1190 Q
1512   1980112919  1080 Q
1512   1980112920   950 Q
1512   1980112921   830 Q
1512   1980112922   750 Q
1512   1980112923   720 Q
1512   1980113000   740 Q
1512   1980113001   780 Q
1512   1980113002   830 Q
1512   1980113003   880 Q
1512   1980113004   890 Q
1512   1980113005   880 Q
1512   1980113006   830 Q
1512   1980113007   750 Q
1512   1980113008   650 Q
1512   1980113009   600 Q
1512   1980113010   580 Q
1512   1980113011   600 Q
1512   1980113012   690 Q
1512   1980113013   810 Q
1512   1980113014   940 Q
1512   1980113015  1070 Q
1512   1980113016  1170 Q
1512   1980113017  1250 Q
1512   1980113018  1240 Q
1512   1980113019  1160 Q
1512   1980113020  1050 Q
1512   1980113021   950 Q
1512   1980113022   840 Q
1512   1980113023   780 Q
1512   1980120100   760 Q
1512   1980120101   790 Q
1512   1980120102   850 Q
1512   1980120103   920 Q
1512   1980120104   990 Q
1512   1980120105  1020 Q
1512   1980120106  1020 Q
1512   1980120107   990 Q
1512   1980120108   910 Q
1512   1980120109   840 Q
1512   1980120110   780 Q
1512   1980120111   750 Q
1512   1980120112   750 Q
1512   1980120113   800 Q
1512   1980120114   890 Q
1512   1980120115  1000 Q
1512   1980120116  1090 Q
1512   1980120117  1160 Q
1512   1980120118  1200 Q
1512   1980120119  1200 Q
1512   1980120120  1130 Q
1512   1980120121  1000 Q
1512   1980120122   850 Q
1512   1980120123   750 Q
1512   1980120200   680 Q
1512   1980120201   660 Q
1512   1980120202   690 Q
1512   1980120203   760 Q
1512   1980120204   840 Q
1512   1980120205   910 Q
1512   1980120206   990 Q
1512   1980120207  1020 Q
1512   1980120208   980 Q
1512   1980120209   890 Q
1512   1980120210   820 Q
1512   1980120211   770 Q
1512   1980120212   730 Q
1512   1980120213   770 Q
1512   1980120214   840 Q
1512   1980120215   920 Q
1512   1980120216  1020 Q
1512   1980120217  1100 Q
1512   1980120218  1180 Q
1512   1980120219  1230 Q
1512   1980120220  1210 Q
1512   1980120221  1070 Q
1512   1980120222   930 Q
1512   1980120223   830 Q
1512   1980120300   750 Q
1512   1980120301   720 Q
1512   1980120302   740 Q
1512   1980120303   820 Q
1512   1980120304   920 Q
1512   1980120305  1020 Q
1512   1980120306  1060 Q
1512   1980120307  1090 Q
1512   1980120308  1070 Q
1512   1980120309  1030 Q
1512   1980120310   950 Q
1512   1980120311   880 Q
1512   1980120312   840 Q
1512   1980120313   810 Q
1512   1980120314   800 Q
1512   1980120315   830 Q
1512   1980120316   880 Q
1512   1980120317   940 Q
1512   1980120318   970 Q
1512   1980120319   990 Q
1512   1980120320   980 Q
1512   1980120321   920 Q
1512   1980120322   920 Q
1512   1980120323   700 Q
