基隆舊站逐時潮位觀測資料
位置：基隆港
儀器型式：
基準面相對KP:
yyyymmddhh：西元年月日時
height：潮位
潮高單位：公厘；潮高空白或時間不連續，表示缺觀測資料。
時間：民國69年1月－民國69年12月
**************************
*st    yyyymmddhh height
1512   1980062701  1080 Q
1512   1980062702  1070 Q
1512   1980062703  1080 Q
1512   1980062704  1080 Q
1512   1980062705  1100 Q
1512   1980062706  1120 Q
1512   1980062707  1150 Q
1512   1980062708  1150 Q
1512   1980062709  1120 Q
1512   1980062710  1050 Q
1512   1980062711   850 Q
1512   1980062712   650 Q
1512   1980062713   520 Q
1512   1980062714   450 Q
1512   1980062715   450 Q
1512   1980062716   530 Q
1512   1980062717   650 Q
1512   1980062718   850 Q
1512   1980062719  1000 Q
1512   1980062720  1160 Q
1512   1980062721  1270 Q
1512   1980062722  1330 Q
1512   1980062723  1310 Q
1512   1980062800  1240 Q
1512   1980062801  1140 Q
1512   1980062802  1080 Q
1512   1980062803  1080 Q
1512   1980062804  1090 Q
1512   1980062805  1100 Q
1512   1980062806  1130 Q
1512   1980062807  1160 Q
1512   1980062808  1170 Q
1512   1980062809  1170 Q
1512   1980062810  1080 Q
1512   1980062811   970 Q
1512   1980062812   770 Q
1512   1980062813   570 Q
1512   1980062814   450 Q
1512   1980062815   390 Q
1512   1980062816   410 Q
1512   1980062817   560 Q
1512   1980062818   730 Q
1512   1980062819   900 Q
1512   1980062820  1050 Q
1512   1980062821  1240 Q
1512   1980062822  1340 Q
1512   1980062823  1360 Q
1512   1980062900  1360 Q
1512   1980062901  1270 Q
1512   1980062902  1160 Q
1512   1980062903  1100 Q
1512   1980062904  1100 Q
1512   1980062905  1110 Q
1512   1980062906  1140 Q
1512   1980062907  1170 Q
1512   1980062908  1180 Q
1512   1980062909  1170 Q
1512   1980062910  1130 Q
1512   1980062911  1040 Q
1512   1980062912   860 Q
1512   1980062913   650 Q
1512   1980062914   500 Q
1512   1980062915   420 Q
1512   1980062916   380 Q
1512   1980062917   450 Q
1512   1980062918   600 Q
1512   1980062919   800 Q
1512   1980062920   970 Q
1512   1980062921  1130 Q
1512   1980062922  1280 Q
1512   1980062923  1380 Q
1512   1980063000  1400 Q
1512   1980063001  1330 Q
1512   1980063002  1250 Q
1512   1980063003  1160 Q
1512   1980063004  1130 Q
1512   1980063005  1120 Q
1512   1980063006  1120 Q
1512   1980063007  1150 Q
1512   1980063008  1170 Q
1512   1980063009  1190 Q
1512   1980063010  1170 Q
1512   1980063011  1100 Q
1512   1980063012   980 Q
1512   1980063013   780 Q
1512   1980063014   590 Q
1512   1980063015   470 Q
1512   1980063016   390 Q
1512   1980063017   380 Q
1512   1980063018   480 Q
1512   1980063019   660 Q
1512   1980063020   850 Q
1512   1980063021  1020 Q
1512   1980063022  1190 Q
1512   1980063023  1320 Q
1512   1980070100  1390 Q
1512   1980070101  1360 Q
1512   1980070102  1260 Q
1512   1980070103  1180 Q
1512   1980070104  1110 Q
1512   1980070105  1090 Q
1512   1980070106  1090 Q
1512   1980070107  1120 Q
1512   1980070108  1150 Q
1512   1980070109  1170 Q
1512   1980070110  1180 Q
1512   1980070111  1160 Q
1512   1980070112  1100 Q
1512   1980070113  1000 Q
1512   1980070114   800 Q
1512   1980070115   620 Q
1512   1980070116   520 Q
1512   1980070117   440 Q
1512   1980070118   460 Q
1512   1980070119   600 Q
1512   1980070120   780 Q
1512   1980070121   950 Q
1512   1980070122  1150 Q
1512   1980070123  1310 Q
1512   1980070200  1420 Q
1512   1980070201  1460 Q
1512   1980070202  1430 Q
1512   1980070203  1320 Q
1512   1980070204  1190 Q
1512   1980070205  1130 Q
1512   1980070206  1110 Q
1512   1980070207  1140 Q
1512   1980070208  1180 Q
1512   1980070209  1230 Q
1512   1980070210  1250 Q
1512   1980070211  1270 Q
1512   1980070212  1240 Q
1512   1980070213  1180 Q
1512   1980070214  1050 Q
1512   1980070215   850 Q
1512   1980070216   700 Q
1512   1980070217   570 Q
1512   1980070218   530 Q
1512   1980070219   600 Q
1512   1980070220   730 Q
1512   1980070221   900 Q
1512   1980070222  1070 Q
1512   1980070223  1250 Q
1512   1980070300  1390 Q
1512   1980070301  1470 Q
1512   1980070302  1480 Q
1512   1980070303  1410 Q
1512   1980070304  1280 Q
1512   1980070305  1180 Q
1512   1980070306  1120 Q
1512   1980070307  1090 Q
1512   1980070308  1080 Q
1512   1980070309  1130 Q
1512   1980070310  1180 Q
1512   1980070311  1210 Q
1512   1980070312  1210 Q
1512   1980070313  1190 Q
1512   1980070314  1130 Q
1512   1980070315  1030 Q
1512   1980070316   870 Q
1512   1980070317   730 Q
1512   1980070318   660 Q
1512   1980070319   620 Q
1512   1980070320   650 Q
1512   1980070321   770 Q
1512   1980070322   940 Q
1512   1980070323  1090 Q
1512   1980070400  1230 Q
1512   1980070401  1360 Q
1512   1980070402  1410 Q
1512   1980070403  1400 Q
1512   1980070404  1310 Q
1512   1980070405  1190 Q
1512   1980070406  1070 Q
1512   1980070407  1010 Q
1512   1980070408   990 Q
1512   1980070409   990 Q
1512   1980070410  1030 Q
1512   1980070411  1090 Q
1512   1980070412  1140 Q
1512   1980070413  1160 Q
1512   1980070414  1170 Q
1512   1980070415  1140 Q
1512   1980070416  1070 Q
1512   1980070417   970 Q
1512   1980070418   810 Q
1512   1980070419   740 Q
1512   1980070420   700 Q
1512   1980070421   730 Q
1512   1980070422   840 Q
1512   1980070423  1000 Q
1512   1980070500  1130 Q
1512   1980070501  1270 Q
1512   1980070502  1370 Q
1512   1980070503  1400 Q
1512   1980070504  1380 Q
1512   1980070505  1270 Q
1512   1980070506  1140 Q
1512   1980070507  1000 Q
1512   1980070508   940 Q
1512   1980070509   910 Q
1512   1980070510   910 Q
1512   1980070511   950 Q
1512   1980070512  1000 Q
1512   1980070513  1070 Q
1512   1980070514  1120 Q
1512   1980070515  1160 Q
1512   1980070516  1160 Q
1512   1980070517  1110 Q
1512   1980070518  1020 Q
1512   1980070519   910 Q
1512   1980070520   840 Q
1512   1980070521   800 Q
1512   1980070522   810 Q
1512   1980070523   900 Q
1512   1980070600  1020 Q
1512   1980070601  1140 Q
1512   1980070602  1260 Q
1512   1980070603  1350 Q
1512   1980070604  1380 Q
1512   1980070605  1330 Q
1512   1980070606  1240 Q
1512   1980070607  1100 Q
1512   1980070608   950 Q
1512   1980070609   850 Q
1512   1980070610   810 Q
1512   1980070611   810 Q
1512   1980070612   870 Q
1512   1980070613   950 Q
1512   1980070614  1030 Q
1512   1980070615  1110 Q
1512   1980070616  1200 Q
1512   1980070617  1240 Q
1512   1980070618  1220 Q
1512   1980070619  1130 Q
1512   1980070620  1030 Q
1512   1980070621   950 Q
1512   1980070622   900 Q
1512   1980070623   890 Q
1512   1980070700   930 Q
1512   1980070701  1020 Q
1512   1980070702  1120 Q
1512   1980070703  1230 Q
1512   1980070704  1300 Q
1512   1980070705  1300 Q
1512   1980070706  1260 Q
1512   1980070707  1160 Q
1512   1980070708  1020 Q
1512   1980070709   860 Q
1512   1980070710   740 Q
1512   1980070711   680 Q
1512   1980070712   670 Q
1512   1980070713   720 Q
1512   1980070714   830 Q
1512   1980070715   940 Q
1512   1980070716  1060 Q
1512   1980070717  1190 Q
1512   1980070718  1280 Q
1512   1980070719  1280 Q
1512   1980070720  1210 Q
1512   1980070721  1110 Q
1512   1980070722  1040 Q
1512   1980070723   960 Q
1512   1980070800   940 Q
1512   1980070801   970 Q
1512   1980070802  1030 Q
1512   1980070803  1110 Q
1512   1980070804  1180 Q
1512   1980070805  1230 Q
1512   1980070806  1240 Q
1512   1980070807  1210 Q
1512   1980070808  1120 Q
1512   1980070809   920 Q
1512   1980070810   750 Q
1512   1980070811   640 Q
1512   1980070812   570 Q
1512   1980070813   580 Q
1512   1980070814   650 Q
1512   1980070815   790 Q
1512   1980070816   940 Q
1512   1980070817  1060 Q
1512   1980070818  1200 Q
1512   1980070819  1320 Q
1512   1980070820  1340 Q
1512   1980070821  1270 Q
1512   1980070822  1170 Q
1512   1980070823  1090 Q
1512   1980070900  1020 Q
1512   1980070901   970 Q
1512   1980070902  1020 Q
1512   1980070903  1100 Q
1512   1980070904  1160 Q
1512   1980070905  1220 Q
1512   1980070906  1250 Q
1512   1980070907  1240 Q
1512   1980070908  1200 Q
1512   1980070909   990 Q
1512   1980070910   900 Q
1512   1980070911   720 Q
1512   1980070912   610 Q
1512   1980070913   570 Q
1512   1980070914   570 Q
1512   1980070915   700 Q
1512   1980070916   850 Q
1512   1980070917   970 Q
1512   1980070918  1120 Q
1512   1980070919  1270 Q
1512   1980070920  1370 Q
1512   1980070921  1390 Q
1512   1980070922  1320 Q
1512   1980070923  1220 Q
1512   1980071000  1150 Q
1512   1980071001  1070 Q
1512   1980071002  1050 Q
1512   1980071003  1060 Q
1512   1980071004  1090 Q
1512   1980071005  1140 Q
1512   1980071006  1170 Q
1512   1980071007  1180 Q
1512   1980071008  1160 Q
1512   1980071009  1060 Q
1512   1980071010   950 Q
1512   1980071011   760 Q
1512   1980071012   580 Q
1512   1980071013   490 Q
1512   1980071014   460 Q
1512   1980071015   500 Q
1512   1980071016   600 Q
1512   1980071017   760 Q
1512   1980071018   920 Q
1512   1980071019  1090 Q
1512   1980071020  1270 Q
1512   1980071021  1350 Q
1512   1980071022  1390 Q
1512   1980071023  1350 Q
1512   1980071100  1270 Q
1512   1980071101  1170 Q
1512   1980071102  1130 Q
1512   1980071103  1110 Q
1512   1980071104  1140 Q
1512   1980071105  1170 Q
1512   1980071106  1210 Q
1512   1980071107  1250 Q
1512   1980071108  1250 Q
1512   1980071109  1200 Q
1512   1980071110  1110 Q
1512   1980071111   960 Q
1512   1980071112   760 Q
1512   1980071113   600 Q
1512   1980071114   500 Q
1512   1980071115   530 Q
1512   1980071116   660 Q
1512   1980071117   800 Q
1512   1980071118   930 Q
1512   1980071119  1130 Q
1512   1980071120  1290 Q
1512   1980071121  1430 Q
1512   1980071122  1510 Q
1512   1980071123  1490 Q
1512   1980071200  1390 Q
1512   1980071201  1270 Q
1512   1980071202  1200 Q
1512   1980071203  1180 Q
1512   1980071204  1190 Q
1512   1980071205  1230 Q
1512   1980071206  1270 Q
1512   1980071207  1310 Q
1512   1980071208  1330 Q
1512   1980071209  1310 Q
1512   1980071210  1240 Q
1512   1980071211  1100 Q
1512   1980071212   900 Q
1512   1980071213   700 Q
1512   1980071214   550 Q
1512   1980071215   500 Q
1512   1980071216   530 Q
1512   1980071217   660 Q
1512   1980071218   840 Q
1512   1980071219   990 Q
1512   1980071220  1170 Q
1512   1980071221  1320 Q
1512   1980071222  1440 Q
1512   1980071223  1480 Q
1512   1980071300  1460 Q
1512   1980071301  1340 Q
1512   1980071302  1220 Q
1512   1980071303  1160 Q
1512   1980071304  1140 Q
1512   1980071305  1160 Q
1512   1980071306  1200 Q
1512   1980071307  1240 Q
1512   1980071308  1270 Q
1512   1980071309  1270 Q
1512   1980071310  1250 Q
1512   1980071311  1170 Q
1512   1980071312  1030 Q
1512   1980071313   820 Q
1512   1980071314   640 Q
1512   1980071315   490 Q
1512   1980071316   460 Q
1512   1980071317   510 Q
1512   1980071318   620 Q
1512   1980071319   790 Q
1512   1980071320   930 Q
1512   1980071321  1070 Q
1512   1980071322  1220 Q
1512   1980071323  1320 Q
1512   1980071400  1350 Q
1512   1980071401  1320 Q
1512   1980071402  1230 Q
1512   1980071403  1110 Q
1512   1980071404  1060 Q
1512   1980071405  1040 Q
1512   1980071406  1040 Q
1512   1980071407  1070 Q
1512   1980071408  1110 Q
1512   1980071409  1150 Q
1512   1980071410  1150 Q
1512   1980071411  1130 Q
1512   1980071412  1060 Q
1512   1980071413   950 Q
1512   1980071414   730 Q
1512   1980071415   570 Q
1512   1980071416   500 Q
1512   1980071417   490 Q
1512   1980071418   550 Q
1512   1980071419   700 Q
1512   1980071420   840 Q
1512   1980071421   990 Q
1512   1980071422  1130 Q
1512   1980071423  1260 Q
1512   1980071500  1350 Q
1512   1980071501  1350 Q
1512   1980071502  1270 Q
1512   1980071503  1160 Q
1512   1980071504  1050 Q
1512   1980071505  1000 Q
1512   1980071506  1010 Q
1512   1980071507  1020 Q
1512   1980071508  1020 Q
1512   1980071509  1050 Q
1512   1980071510  1060 Q
1512   1980071511  1070 Q
1512   1980071512  1030 Q
1512   1980071513   950 Q
1512   1980071514   800 Q
1512   1980071515   630 Q
1512   1980071516   510 Q
1512   1980071517   460 Q
1512   1980071518   460 Q
1512   1980071519   550 Q
1512   1980071520   680 Q
1512   1980071521   800 Q
1512   1980071522   930 Q
1512   1980071523  1080 Q
1512   1980071600  1170 Q
1512   1980071601  1260 Q
1512   1980071602  1250 Q
1512   1980071603  1180 Q
1512   1980071604  1080 Q
1512   1980071605  1010 Q
1512   1980071606   960 Q
1512   1980071607   950 Q
1512   1980071608   960 Q
1512   1980071609  1000 Q
1512   1980071610  1030 Q
1512   1980071611  1040 Q
1512   1980071612  1030 Q
1512   1980071613  1010 Q
1512   1980071614   930 Q
1512   1980071615   800 Q
1512   1980071616   670 Q
1512   1980071617   600 Q
1512   1980071618   580 Q
1512   1980071619   590 Q
1512   1980071620   670 Q
1512   1980071621   780 Q
1512   1980071622   910 Q
1512   1980071623  1010 Q
1512   1980071700  1130 Q
1512   1980071701  1240 Q
1512   1980071702  1260 Q
1512   1980071703  1210 Q
1512   1980071704  1130 Q
1512   1980071705  1050 Q
1512   1980071706   990 Q
1512   1980071707   960 Q
1512   1980071708   930 Q
1512   1980071709   950 Q
1512   1980071710   990 Q
1512   1980071711  1010 Q
1512   1980071712  1020 Q
1512   1980071713  1020 Q
1512   1980071714  1010 Q
1512   1980071715   920 Q
1512   1980071716   800 Q
1512   1980071717   710 Q
1512   1980071718   670 Q
1512   1980071719   660 Q
1512   1980071720   690 Q
1512   1980071721   780 Q
1512   1980071722   870 Q
1512   1980071723   970 Q
1512   1980071800  1070 Q
1512   1980071801  1170 Q
1512   1980071802  1230 Q
1512   1980071803  1230 Q
1512   1980071804  1180 Q
1512   1980071805  1080 Q
1512   1980071806   990 Q
1512   1980071807   950 Q
1512   1980071808   910 Q
1512   1980071809   890 Q
1512   1980071810   930 Q
1512   1980071811   980 Q
1512   1980071812  1010 Q
1512   1980071813  1020 Q
1512   1980071814  1020 Q
1512   1980071815  1000 Q
1512   1980071816   940 Q
1512   1980071817   860 Q
1512   1980071818   800 Q
1512   1980071819   760 Q
1512   1980071820   760 Q
1512   1980071821   790 Q
1512   1980071822   850 Q
1512   1980071823   920 Q
1512   1980071900  1020 Q
1512   1980071901  1120 Q
1512   1980071902  1200 Q
1512   1980071903  1240 Q
1512   1980071904  1220 Q
1512   1980071905  1150 Q
1512   1980071906  1050 Q
1512   1980071907   960 Q
1512   1980071908   900 Q
1512   1980071909   860 Q
1512   1980071910   840 Q
1512   1980071911   860 Q
1512   1980071912   910 Q
1512   1980071913   960 Q
1512   1980071914  1020 Q
1512   1980071915  1050 Q
1512   1980071916  1050 Q
1512   1980071917  1000 Q
1512   1980071918   930 Q
1512   1980071919   890 Q
1512   1980071920   870 Q
1512   1980071921   850 Q
1512   1980071922   860 Q
1512   1980071923   900 Q
1512   1980072000   980 Q
1512   1980072001  1070 Q
1512   1980072002  1150 Q
1512   1980072003  1220 Q
1512   1980072004  1240 Q
1512   1980072005  1220 Q
1512   1980072006  1130 Q
1512   1980072007  1020 Q
1512   1980072008   930 Q
1512   1980072009   850 Q
1512   1980072010   800 Q
1512   1980072011   790 Q
1512   1980072012   820 Q
1512   1980072013   890 Q
1512   1980072014   980 Q
1512   1980072015  1030 Q
1512   1980072016  1080 Q
1512   1980072017  1110 Q
1512   1980072018  1080 Q
1512   1980072019  1010 Q
1512   1980072020   990 Q
1512   1980072021   950 Q
1512   1980072022   940 Q
1512   1980072023   940 Q
1512   1980072100   970 Q
1512   1980072101  1020 Q
1512   1980072102  1090 Q
1512   1980072103  1150 Q
1512   1980072104  1190 Q
1512   1980072105  1190 Q
1512   1980072106  1150 Q
1512   1980072107  1060 Q
1512   1980072108   930 Q
1512   1980072109   820 Q
1512   1980072110   740 Q
1512   1980072111   700 Q
1512   1980072112   700 Q
1512   1980072113   750 Q
1512   1980072114   840 Q
1512   1980072115   930 Q
1512   1980072116  1020 Q
1512   1980072117  1090 Q
1512   1980072118  1120 Q
1512   1980072119  1090 Q
1512   1980072120  1040 Q
1512   1980072121  1000 Q
1512   1980072122   960 Q
1512   1980072123   930 Q
1512   1980072200   950 Q
1512   1980072201   980 Q
1512   1980072202  1030 Q
1512   1980072203  1080 Q
1512   1980072204  1120 Q
1512   1980072205  1140 Q
1512   1980072206  1120 Q
1512   1980072207  1060 Q
1512   1980072208   960 Q
1512   1980072209   820 Q
1512   1980072210   720 Q
1512   1980072211   650 Q
1512   1980072212   630 Q
1512   1980072213   660 Q
1512   1980072214   740 Q
1512   1980072215   850 Q
1512   1980072216   950 Q
1512   1980072217  1050 Q
1512   1980072218  1130 Q
1512   1980072219  1180 Q
1512   1980072220  1170 Q
1512   1980072221  1110 Q
1512   1980072222  1060 Q
1512   1980072223  1020 Q
1512   1980072300  1000 Q
1512   1980072301   990 Q
1512   1980072302  1030 Q
1512   1980072303  1070 Q
1512   1980072304  1100 Q
1512   1980072305  1130 Q
1512   1980072306  1140 Q
1512   1980072307  1100 Q
1512   1980072308  1040 Q
1512   1980072309   900 Q
1512   1980072310   780 Q
1512   1980072311   690 Q
1512   1980072312   630 Q
1512   1980072313   630 Q
1512   1980072314   680 Q
1512   1980072315   800 Q
1512   1980072316   930 Q
1512   1980072317  1060 Q
1512   1980072318  1160 Q
1512   1980072319  1240 Q
1512   1980072320  1280 Q
1512   1980072321  1260 Q
1512   1980072322  1210 Q
1512   1980072323  1150 Q
1512   1980072400  1110 Q
1512   1980072401  1090 Q
1512   1980072402  1070 Q
1512   1980072403  1100 Q
1512   1980072404  1120 Q
1512   1980072405  1150 Q
1512   1980072406  1160 Q
1512   1980072407  1160 Q
1512   1980072408  1110 Q
1512   1980072409  1020 Q
1512   1980072410   850 Q
1512   1980072411   730 Q
1512   1980072412   660 Q
1512   1980072413   630 Q
1512   1980072414   630 Q
1512   1980072415   720 Q
1512   1980072416   850 Q
1512   1980072417   990 Q
1512   1980072418  1110 Q
1512   1980072419  1230 Q
1512   1980072420  1310 Q
1512   1980072421  1320 Q
1512   1980072422  1280 Q
1512   1980072423  1200 Q
1512   1980072500  1130 Q
1512   1980072501  1100 Q
1512   1980072502  1070 Q
1512   1980072503  1070 Q
1512   1980072504  1090 Q
1512   1980072505  1100 Q
1512   1980072506  1120 Q
1512   1980072507  1110 Q
1512   1980072508  1080 Q
1512   1980072509  1020 Q
1512   1980072510   900 Q
1512   1980072511   730 Q
1512   1980072512   630 Q
1512   1980072513   560 Q
1512   1980072514   540 Q
1512   1980072515   600 Q
1512   1980072516   720 Q
1512   1980072517   880 Q
1512   1980072518  1010 Q
1512   1980072519  1150 Q
1512   1980072520  1280 Q
1512   1980072521  1350 Q
1512   1980072522  1360 Q
1512   1980072523  1300 Q
1512   1980072600  1210 Q
1512   1980072601  1150 Q
1512   1980072602  1100 Q
1512   1980072603  1090 Q
1512   1980072604  1110 Q
1512   1980072605  1140 Q
1512   1980072606  1160 Q
1512   1980072607  1180 Q
1512   1980072608  1170 Q
1512   1980072609  1130 Q
1512   1980072610  1020 Q
1512   1980072611   830 Q
1512   1980072612   680 Q
1512   1980072613   530 Q
1512   1980072614   480 Q
1512   1980072615   510 Q
1512   1980072616   630 Q
1512   1980072617   800 Q
1512   1980072618   950 Q
1512   1980072619  1100 Q
1512   1980072620  1250 Q
1512   1980072621  1360 Q
1512   1980072622  1390 Q
1512   1980072623  1360 Q
1512   1980072700  1270 Q
1512   1980072701  1180 Q
1512   1980072702  1110 Q
1512   1980072703  1100 Q
1512   1980072704  1110 Q
1512   1980072705  1160 Q
1512   1980072706  1210 Q
1512   1980072707  1240 Q
1512   1980072708  1220 Q
1512   1980072709  1180 Q
1512   1980072710  1100 Q
1512   1980072711   920 Q
1512   1980072712   720 Q
1512   1980072713   560 Q
1512   1980072714   470 Q
1512   1980072715   440 Q
1512   1980072716   530 Q
1512   1980072717   700 Q
1512   1980072718   880 Q
1512   1980072719  1040 Q
1512   1980072720  1230 Q
1512   1980072721  1340 Q
1512   1980072722  1410 Q
1512   1980072723  1390 Q
1512   1980072800  1300 Q
1512   1980072801  1190 Q
1512   1980072802  1090 Q
1512   1980072803  1070 Q
1512   1980072804  1090 Q
1512   1980072805  1130 Q
1512   1980072806  1180 Q
1512   1980072807  1230 Q
1512   1980072808  1240 Q
1512   1980072809  1240 Q
1512   1980072810  1180 Q
1512   1980072811  1060 Q
1512   1980072812   870 Q
1512   1980072813   620 Q
1512   1980072814   450 Q
1512   1980072815   360 Q
1512   1980072816   360 Q
1512   1980072817   500 Q
1512   1980072818   700 Q
1512   1980072819   900 Q
1512   1980072820  1050 Q
1512   1980072821  1220 Q
1512   1980072822  1350 Q
1512   1980072823  1400 Q
1512   1980072900  1370 Q
1512   1980072901  1280 Q
1512   1980072902  1150 Q
1512   1980072903  1030 Q
1512   1980072904   980 Q
1512   1980072905   990 Q
1512   1980072906  1040 Q
1512   1980072907  1110 Q
1512   1980072908  1150 Q
1512   1980072909  1180 Q
1512   1980072910  1170 Q
1512   1980072911  1110 Q
1512   1980072912  1000 Q
1512   1980072913   810 Q
1512   1980072914   550 Q
1512   1980072915   420 Q
1512   1980072916   370 Q
1512   1980072917   400 Q
1512   1980072918   540 Q
1512   1980072919   700 Q
1512   1980072920   880 Q
1512   1980072921  1060 Q
1512   1980072922  1250 Q
1512   1980072923  1370 Q
1512   1980073000  1380 Q
1512   1980073001  1320 Q
1512   1980073002  1220 Q
1512   1980073003  1070 Q
1512   1980073004   990 Q
1512   1980073005   970 Q
1512   1980073006  1000 Q
1512   1980073007  1070 Q
1512   1980073008  1110 Q
1512   1980073009  1140 Q
1512   1980073010  1170 Q
1512   1980073011  1170 Q
1512   1980073012  1130 Q
1512   1980073013   990 Q
1512   1980073014   790 Q
1512   1980073015   570 Q
1512   1980073016   460 Q
1512   1980073017   450 Q
1512   1980073018   540 Q
1512   1980073019   690 Q
1512   1980073020   850 Q
1512   1980073021   990 Q
1512   1980073022  1170 Q
1512   1980073023  1320 Q
1512   1980073100  1400 Q
1512   1980073101  1370 Q
1512   1980073102  1280 Q
1512   1980073103  1150 Q
1512   1980073104  1020 Q
1512   1980073105   970 Q
1512   1980073106   980 Q
1512   1980073107  1000 Q
1512   1980073108  1080 Q
1512   1980073109  1120 Q
1512   1980073110  1160 Q
1512   1980073111  1200 Q
1512   1980073112  1210 Q
1512   1980073113  1150 Q
1512   1980073114  1020 Q
1512   1980073115   850 Q
1512   1980073116   660 Q
1512   1980073117   600 Q
1512   1980073118   600 Q
1512   1980073119   660 Q
1512   1980073120   790 Q
1512   1980073121   930 Q
1512   1980073122  1050 Q
1512   1980073123  1200 Q
1512   1980080100  1320 Q
1512   1980080101  1390 Q
1512   1980080102  1330 Q
1512   1980080103  1220 Q
1512   1980080104  1110 Q
1512   1980080105   960 Q
1512   1980080106   930 Q
1512   1980080107   940 Q
1512   1980080108   970 Q
1512   1980080109  1030 Q
1512   1980080110  1080 Q
1512   1980080111  1140 Q
1512   1980080112  1200 Q
1512   1980080113  1220 Q
1512   1980080114  1190 Q
1512   1980080115  1080 Q
1512   1980080116   920 Q
1512   1980080117   800 Q
1512   1980080118   730 Q
1512   1980080119   720 Q
1512   1980080120   770 Q
1512   1980080121   890 Q
1512   1980080122  1020 Q
1512   1980080123  1140 Q
1512   1980080200  1260 Q
1512   1980080201  1360 Q
1512   1980080202  1390 Q
1512   1980080203  1340 Q
1512   1980080204  1230 Q
1512   1980080205  1060 Q
1512   1980080206   930 Q
1512   1980080207   900 Q
1512   1980080208   930 Q
1512   1980080209   960 Q
1512   1980080210   990 Q
1512   1980080211  1040 Q
1512   1980080212  1120 Q
1512   1980080213  1170 Q
1512   1980080214  1230 Q
1512   1980080215  1230 Q
1512   1980080216  1150 Q
1512   1980080217  1030 Q
1512   1980080218   940 Q
1512   1980080219   880 Q
1512   1980080220   840 Q
1512   1980080221   880 Q
1512   1980080222   950 Q
1512   1980080223  1060 Q
1512   1980080300  1180 Q
1512   1980080301  1280 Q
1512   1980080302  1340 Q
1512   1980080303  1370 Q
1512   1980080304  1300 Q
1512   1980080305  1200 Q
1512   1980080306  1050 Q
1512   1980080307   920 Q
1512   1980080308   850 Q
1512   1980080309   830 Q
1512   1980080310   860 Q
1512   1980080311   930 Q
1512   1980080312  1000 Q
1512   1980080313  1090 Q
1512   1980080314  1190 Q
1512   1980080315  1270 Q
1512   1980080316  1290 Q
1512   1980080317  1230 Q
1512   1980080318  1130 Q
1512   1980080319  1040 Q
1512   1980080320   990 Q
1512   1980080321   920 Q
1512   1980080322   930 Q
1512   1980080323   990 Q
1512   1980080400  1080 Q
1512   1980080401  1180 Q
1512   1980080402  1260 Q
1512   1980080403  1330 Q
1512   1980080404  1330 Q
1512   1980080405  1250 Q
1512   1980080406  1130 Q
1512   1980080407  1000 Q
1512   1980080408   890 Q
1512   1980080409   820 Q
1512   1980080410   740 Q
1512   1980080411   760 Q
1512   1980080412   830 Q
1512   1980080413   930 Q
1512   1980080414  1040 Q
1512   1980080415  1180 Q
1512   1980080416  1300 Q
1512   1980080417  1360 Q
1512   1980080418  1360 Q
1512   1980080419  1270 Q
1512   1980080420  1160 Q
1512   1980080421  1080 Q
1512   1980080422  1030 Q
1512   1980080423  1020 Q
1512   1980080500  1050 Q
1512   1980080501  1120 Q
1512   1980080502  1220 Q
1512   1980080503  1290 Q
1512   1980080504  1340 Q
1512   1980080505  1350 Q
1512   1980080506  1290 Q
1512   1980080507  1170 Q
1512   1980080508  1000 Q
1512   1980080509   870 Q
1512   1980080510   770 Q
1512   1980080511   680 Q
1512   1980080512   690 Q
1512   1980080513   770 Q
1512   1980080514   920 Q
1512   1980080515  1060 Q
1512   1980080516  1220 Q
1512   1980080517  1350 Q
1512   1980080518  1430 Q
1512   1980080519  1430 Q
1512   1980080520  1360 Q
1512   1980080521  1270 Q
1512   1980080522  1180 Q
1512   1980080523  1110 Q
1512   1980080600  1080 Q
1512   1980080601  1090 Q
1512   1980080602  1140 Q
1512   1980080603  1220 Q
1512   1980080604  1280 Q
1512   1980080605  1330 Q
1512   1980080606  1320 Q
1512   1980080607  1240 Q
1512   1980080608  1100 Q
1512   1980080609   930 Q
1512   1980080610   800 Q
1512   1980080611   680 Q
1512   1980080612   640 Q
1512   1980080613   650 Q
1512   1980080614   750 Q
1512   1980080615   920 Q
1512   1980080616  1050 Q
1512   1980080617  1220 Q
1512   1980080618  1380 Q
1512   1980080619  1480 Q
1512   1980080620  1480 Q
1512   1980080621  1430 Q
1512   1980080622  1310 Q
1512   1980080623  1200 Q
1512   1980080700  1120 Q
1512   1980080701  1080 Q
1512   1980080702  1080 Q
1512   1980080703  1140 Q
1512   1980080704  1210 Q
1512   1980080705  1260 Q
1512   1980080706  1280 Q
1512   1980080707  1280 Q
1512   1980080708  1220 Q
1512   1980080709  1100 Q
1512   1980080710   930 Q
1512   1980080711   780 Q
1512   1980080712   660 Q
1512   1980080713   590 Q
1512   1980080714   610 Q
1512   1980080715   730 Q
1512   1980080716   900 Q
1512   1980080717  1040 Q
1512   1980080718  1230 Q
1512   1980080719  1410 Q
1512   1980080720  1510 Q
1512   1980080721  1530 Q
1512   1980080722  1470 Q
1512   1980080723  1360 Q
1512   1980080800  1260 Q
1512   1980080801  1180 Q
1512   1980080802  1150 Q
1512   1980080803  1150 Q
1512   1980080804  1180 Q
1512   1980080805  1240 Q
1512   1980080806  1280 Q
1512   1980080807  1290 Q
1512   1980080808  1280 Q
1512   1980080809  1170 Q
1512   1980080810  1020 Q
